SOP003_MX524916_posCSH_Muscle-QTOF-UC-3,SOP005_MX524916_posCSH_Muscle-QTOF-UC-1,SOP007_MX524916_posCSH_Plasma1-QTOF-UC-1,SOP009_MX524916_posCSH_Liver-QTOF-UC-1,SOP010_MX524916_posCSH_Brain-QTOF-UC-1,SOP011_MX524916_posCSH_Heart-QTOF-UC-3,SOP012_MX524916_posCSH_Heart-QTOF-UC-1,SOP013_MX524916_posCSH_Muscle-QTOF-UC-2,SOP015_MX524916_posCSH_Plasma1-QTOF-UC-3,SOP016_MX524916_posCSH_Brain-QTOF-UC-3,SOP017_MX524916_posCSH_Liver-QTOF-UC-2,SOP018_MX524916_posCSH_Plasma1-QTOF-UC-2,SOP021_MX524916_posCSH_Liver-QTOF-UC-3,SOP024_MX524916_posCSH_Brain-QTOF-UC-2,SOP026_MX524916_posCSH_Heart-QTOF-UC-2
0,0,0,30020,0,1419,1478,0,0,1010,28436,0,30232,0,1472
0,0,0,33124,0,0,0,0,0,1868,31941,0,33230,2004,1399
3315,3143,1859,4736,4865,3136,3728,3046,1778,3995,4441,1764,4701,0,3661
1516,1827,0,24497,18633,4380,4225,1612,0,20811,3619,0,24322,19846,4765
0,0,0,3749,0,0,0,0,0,0,22046,0,0,0,0
0,0,0,32394,44760,0,0,0,0,48117,3828,0,33422,46165,0
0,0,0,0,0,0,0,0,0,0,0,0,2085,0,1010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5994,3430,0,0,0,0,3295,5279,0,6070,3701,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1066,1460,0,0,0,0,1577,1048,0,0,1596,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,1871,1728,2986,0,1345,1518,1486,1744,0,2966,1789,2716,0,1410
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1235,0,0,0,0,0,1021,0,0,0,0,0,0,0
2391,2797,0,0,0,0,0,2446,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8832,1187,0,0,0,0,1309,7872,0,8240,1265,0
0,0,0,11567,3480,0,0,0,0,3405,10681,0,11941,3612,0
0,0,0,8169,0,0,0,0,0,0,7881,0,8686,0,0
0,0,0,13659,1123,0,0,0,0,1175,11846,0,13346,1107,0
0,0,0,2335,0,0,0,0,0,0,2275,0,2407,0,0
0,0,0,0,2624,0,0,0,0,2429,2069,0,2370,2497,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4040,1302,1306,0,0,4304,0,0,0,4198,1307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,7692,0,0,0,0,0,6466,0,0,0,0,0,0,0
4761,5515,0,0,0,0,0,4770,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6651,0,0,0,0,0,0,7390,0,0,0,0
0,0,1360,0,0,0,0,0,1459,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639,8458,3840,9252,12935,7007,7975,8770,3627,12245,9273,3696,9254,0,7519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13153,11700,6385,13493,21036,10522,11838,12789,6933,20046,12556,6542,12526,0,11749
0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2042,0,0,0,0
0,0,0,0,0,0,0,0,0,137273,0,0,0,0,0
0,0,2945,0,0,0,0,0,3029,0,0,3123,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43870,37620,20169,0,35550,0,0,40040,19852,31891,0,20437,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,3780,0,0,0,0,0,3326,0,0,0,0,0,0,0
0,0,0,175141,0,12967,0,0,0,0,0,0,0,0,0
0,2901,0,0,0,0,0,2737,0,0,0,0,0,0,0
0,0,17548,0,49697,33741,36338,0,17162,43199,0,16914,0,0,36893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6056,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761,4394,3712,0,0,0,0,4330,3865,0,0,3563,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3981,9638,0,0,0,0,0,0,0,0,0,0,0
2568,2537,1445,0,2987,1941,2473,2743,1327,2771,1893,1206,0,0,1961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1710,0,0,0,0,0,0,0,0,2339
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4378,0,0,0,0,0,3771,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,4321,0,0,0,0,0,0,0,0,0,0,0,0,0
45612,5215,0,0,0,0,0,5391,0,0,3347,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5135,0,0
0,10530,0,0,0,2197,0,0,0,7634,3408,0,3460,8232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1968,0,0,1812,0,0,0
0,0,0,0,0,1950,1882,0,0,0,3119,0,0,0,2065
109933,97452,58862,0,0,0,0,105610,60342,0,0,59049,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11642,0,0,0,0,11952,0,0,0,11553,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2344,0,0,0,0,2161,0,0,0,0,0
0,0,0,0,0,0,0,0,1047,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,2968,0,0,0,4621,4741,2805,0,0,0,0,0,0,4775
6398,6624,0,0,0,0,0,6256,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7223,7709,0,0,0,0,0,6877,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8543,8260,4297,8292,8733,7413,8036,8493,4056,7939,7879,3919,8045,0,7363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2199,2338,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3191,0,1820,1952,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1562249,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1365,0,0,0,0,0,0,0,0,1315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17868,17861,9977,0,0,15105,17771,18656,9933,0,0,9519,0,0,16888
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9844,9593,0,10735,0,8320,9434,9997,0,0,9599,0,0,0,8743
0,0,0,0,1250,0,0,0,0,1566,0,0,0,1764,0
2459,2449,0,5372,0,6834,6971,2456,1104,0,5489,1053,5454,0,6364
6704,7071,0,0,0,6927,7113,6530,1793,0,0,1672,5600,0,0
0,0,0,0,0,0,0,0,0,0,5464,0,5577,0,0
0,0,0,3697,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5439,0,0,0,0,3509,3272,0,0,0,0,0,0,0,3559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2210,0,0,0,0,0,0,2132,0,1969,0,0
1740,2040,0,0,0,0,0,1739,0,0,0,0,1015,0,0
0,0,0,2225,0,0,0,0,0,0,2061,0,2087,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2190,2345,0,0,0,0,0,0,0,2488
0,0,0,5333,0,1391,1495,0,0,0,4805,0,5623,0,1385
0,0,0,3257,0,0,0,0,0,0,3185,0,3647,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,2542,0,0,0,5045,4818,2321,0,0,0,0,0,0,5212
0,0,1415,0,0,0,0,0,1145,1483,0,1145,0,1494,0
2854,2802,3973,0,1887,2792,2496,3052,3218,2187,0,3235,0,4730,1979
2945,3167,3646,0,2082,3221,2881,2909,3185,1815,1973,2947,1986,53073,2676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,3770,5452,2842,2067,1896,1909,3675,5399,1889,1951,5227,2730,0,1914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,6388,10121,3538,3530,2513,3143,6006,10077,3580,2957,10044,3310,2060,3086
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0
3209,3553,9368,0,0,1115,1073,2897,8990,0,0,9927,0,0,1101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1978,0,0,0,0,0,0,1718,0,1716,0,0
0,0,0,0,1195,0,0,0,0,1266,0,0,0,1269,0
0,0,0,0,2586,0,0,0,0,2975,0,0,0,2479,0
0,0,0,0,0,95080,101458,0,0,0,0,0,0,0,103549
0,0,0,0,75529,0,0,0,0,76308,0,0,0,83825,0
0,0,0,0,22298,0,0,0,0,22629,0,0,0,24899,0
0,0,0,0,86278,0,0,0,0,84543,0,0,0,88377,0
0,0,0,0,36587,0,0,0,0,36863,0,0,0,41504,0
0,0,0,0,245803,0,0,0,0,241681,0,0,0,255062,0
0,0,0,0,5725,0,0,0,0,6042,0,0,0,44533,0
0,0,0,0,22152,0,0,0,0,20868,0,0,0,0,0
0,0,0,0,35743,0,0,0,0,40386,0,0,0,38924,0
0,0,0,0,19754,0,0,0,0,20508,0,0,0,20964,0
1956,2374,0,0,68815,0,0,2036,0,72620,0,0,0,73025,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3868,0,0,0,0,3919,0,0,0,4734,0
0,0,0,0,7823,0,0,0,0,7806,0,0,0,0,0
0,0,0,2694,0,0,0,0,0,3537,2401,0,2851,0,0
0,0,0,0,7510,0,0,0,0,8056,0,0,0,7679,0
0,0,0,0,2941,0,0,0,0,2903,0,0,0,2808,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27017,0,0,0,0,29988,0,0,0,201678,0
0,0,0,0,57430,0,0,0,0,60497,0,0,0,59127,0
0,0,0,0,10426,0,0,0,0,9936,0,0,0,29885,0
0,0,0,2095,196693,0,0,0,0,207096,1968,0,2175,0,0
0,1083,0,0,324839,0,0,0,0,350666,0,0,0,4953,0
0,0,0,0,3236,0,0,0,0,3546,0,0,0,2632,0
0,0,0,0,16713,0,0,0,0,0,0,0,0,52586,0
0,0,0,0,606693,0,0,0,0,655364,0,0,0,607098,0
0,0,0,0,67305,0,0,0,0,72818,0,0,0,328972,0
0,0,0,0,51274,0,0,0,0,51766,0,0,0,51649,15391
0,0,0,0,46883,0,0,0,0,53044,0,0,0,50034,0
0,0,0,0,28143,0,0,0,0,31544,0,0,0,29385,0
0,0,0,4750,0,0,0,0,0,0,4230,0,0,0,0
0,0,0,0,101360,0,0,0,0,114116,0,0,0,108840,0
0,0,0,0,155495,0,0,0,0,166142,0,0,0,48921,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45259,0,0,0,0,48339,0,0,0,158096,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3375,0,0,0,0,3261,0,0,0,0,0
0,0,0,0,219605,0,0,0,0,245088,0,0,0,240611,0
0,0,0,0,477997,0,0,0,0,508816,0,0,0,639568,0
0,0,0,0,164300,0,0,0,0,183315,0,0,0,177001,0
0,0,0,0,607718,0,0,0,0,669621,0,0,0,472537,0
0,0,0,0,615294,0,0,0,0,654167,0,0,0,0,0
0,0,0,0,1239238,0,0,0,0,1285788,0,0,0,1288237,0
0,0,0,0,33468,0,0,0,0,34943,0,0,0,36745,0
0,0,0,0,2287,0,0,0,0,2498,0,0,0,0,0
0,0,0,0,410452,0,0,0,0,439274,0,0,0,421619,0
0,0,0,0,46980,0,0,0,0,46973,0,0,0,50300,0
0,0,0,0,100440,0,0,0,0,96063,0,0,0,1467042,0
0,0,0,0,1464245,0,0,0,0,1531396,0,0,0,644376,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,477663,0,0,0,0,503922,0,0,0,19918,0
0,0,0,0,961834,0,0,0,0,996366,0,0,0,943687,0
0,0,0,0,32637,0,0,0,0,34801,0,0,0,33625,0
0,0,0,0,107159,0,0,0,0,106772,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,0,0,0,53040,0,0,0,0,20913,0,0,0,466022,0
0,0,0,0,36109,0,0,0,0,3664,1756,0,0,33134,0
0,0,0,0,67774,0,0,0,0,68296,0,0,0,58014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,59600,0,0,0,0,61475,0,0,0,0,0
0,0,0,0,231562,0,0,0,0,249213,0,0,0,223772,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17062,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38876,0,0,0,0,46394,0,0,0,131275,0
0,0,0,0,126483,0,0,0,0,137242,0,0,0,42615,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31972,0,0,0,0,34984,0,0,0,33581,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,58509,0,0,0,0,61018,0,0,0,59959,0
0,0,0,0,129804,0,0,0,0,138964,0,0,0,134626,0
0,0,0,0,111428,0,0,0,0,112722,0,0,0,110622,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3022,0,0,0,0,3105,0,0,0,0,0
0,0,0,0,8505,0,0,0,0,41386,0,0,0,9340,0
0,0,0,0,80570,0,0,0,0,86336,0,0,0,47689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,85545,0
0,0,0,0,202480,0,0,0,0,222503,0,0,0,19321,0
0,0,0,0,0,0,0,0,0,0,0,0,0,166992,0
0,0,0,0,8313,0,0,0,0,8873,0,0,0,7164,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,352696,0,0,0,0,369561,0,0,0,372482,0
0,0,0,0,16891,0,0,0,0,17544,0,0,0,19719,0
0,0,0,0,160043,0,0,0,0,165689,0,0,0,179903,0
0,0,0,0,0,0,0,0,0,0,2586,0,0,0,0
0,0,0,2316,219306,0,0,0,0,232376,0,0,0,183854,0
0,0,0,0,23077,0,0,0,0,26129,0,0,0,0,0
0,0,0,0,374861,0,0,0,0,368697,0,0,0,0,0
0,0,0,0,44377,0,0,0,0,42902,0,0,0,45026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6092,0
0,0,0,0,0,0,0,0,0,31231,0,0,0,0,0
0,0,0,0,102558,0,0,0,0,106718,0,0,0,97495,0
0,0,0,0,4525,0,0,0,0,4676,0,0,0,4673,0
0,0,0,0,4193,0,0,0,0,0,0,0,0,0,0
0,0,0,0,87146,0,0,0,0,92993,0,0,0,115957,0
0,0,0,0,6153,0,0,0,0,6102,0,0,0,5458,0
0,0,0,0,4952,0,0,0,0,0,0,0,0,5210,0
4115,3803,1148,3727,4286,3419,3806,3795,1102,3929,4115,1115,4068,0,3817
5919,5615,1993,5532,5996,5189,5293,5658,1826,5576,5698,2044,6047,1186,5042
1606,0,0,4626,12926,2081,2076,0,0,0,4644,0,5130,0,1890
0,0,3453,4315,0,1351,1310,0,3538,0,4124,3469,4241,0,1466
0,0,99618,52215,0,0,0,0,105876,0,49671,102514,55316,6389,0
23944,29719,40973,14145,148331,5025,189899,26834,1653773,162624,656262,1587052,14334,149356,197110
3216,3072,1612,3445,3133,2782,2946,3187,1576,2729,3040,1477,3178,0,2892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8848,2870,3564,0,0,0,9094,3868,2528,9380,2840,3512,0
0,0,0,4987,0,0,0,0,0,0,4824,0,5122,0,0
0,0,2650,0,0,2674,3008,0,2689,0,8119,5663,54408,0,4146
0,0,5587,53736,1755,3570,0,0,5857,1670,49876,2626,8884,0,2927
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1910,0,1039,1087,0,0,0,1711,0,1827,0,1113
0,0,27303,272493,0,2948,0,0,31312,4233,285517,32132,281397,3428,3234
0,0,12377,42878,0,1386,0,0,12627,2630,43568,13007,46837,2386,0
11589,13980,376754,3371564,68556,46819,48095,12072,0,75746,3470574,405349,3471915,76166,49310
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4540,2970,2453,1128,1057,0,4928,1641,3041,5631,5795,2560,1131
0,0,0,38220,12617,17975,9885,0,40708,12776,37044,40218,40205,8402,18705
4130,0,0,67342,0,5525,0,0,0,0,0,0,0,0,5864
0,5727,8759,125345,63406,10728,11051,4971,131183,70894,121833,9433,73758,70209,11603
0,1548,125831,128946,28490,0,6287,0,0,30112,124210,136746,135282,25993,17981
6240,6957,8268,273891,2316,189931,200251,6404,9232,2350,269191,8774,287748,1717,195331
0,0,5669,14771,0,0,0,0,3054,0,14066,3397,15979,0,0
0,0,135000,199748,0,0,0,5990,141904,0,197107,144504,210628,0,0
0,0,1288,0,0,0,0,0,1508,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4506,0,0,0,0,0,0,14801,0,15333,0,0
1778,1324,0,2102,1940,1191,1554,1726,0,1650,1885,0,1998,0,1815
0,0,0,2417,0,0,0,0,1017,0,2489,0,2641,0,0
0,0,0,1131,1800,0,0,0,1034,1943,1073,1052,1318,1978,0
0,0,0,1200,0,0,0,0,0,0,0,0,1070,0,0
0,0,1352,2569,0,0,0,0,1235,0,2166,1423,2305,0,0
0,0,0,10736,4938,0,0,0,0,7633,8333,0,8460,7540,0
0,0,0,38367,0,4889,4511,0,8254,0,38034,7924,0,0,4952
0,0,7193,62186,0,0,0,0,0,0,58941,0,60975,0,0
0,0,1644,3050,0,0,0,0,1674,0,3012,1924,2923,0,0
0,0,0,3634,0,0,0,0,0,0,3567,0,4169,0,0
3104,3690,39838,71865,9131,0,18961,3069,0,9609,70190,0,74898,9383,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3471,0,0,0,0,0,0,3517,0,3659,0,0
0,0,0,63262,1853,0,1758,0,0,2109,27968,0,31303,1307,0
0,0,0,30685,1915,1825,0,0,1081,2297,60852,0,68971,2156,1800
0,0,1225,48622,2361,2185,2291,0,1143,0,45626,1246,47640,0,2352
0,0,0,5151,0,0,0,0,0,2278,4556,0,0,2364,0
0,0,6481,8336,6783,0,0,0,7500,5435,9909,6710,11030,4757,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1537,0,2932,2929,0,0,0,1469,0,1737,0,3175
0,0,0,0,0,0,0,0,0,0,0,0,2175,0,0
0,0,3990,0,2370,0,10200,0,4629,2359,0,4749,0,2376,11242
1524,1923,0,0,0,0,0,1674,0,0,0,0,0,0,0
4987,6923,4618,6005,0,104927,108612,5376,5170,0,5284,5218,5976,0,114866
0,0,0,0,0,3784,3982,0,0,0,0,0,0,0,2216
0,0,1215,2039,0,1669,1937,0,1186,0,1696,1202,1946,0,1954
0,0,2013,0,1971,1277,1479,0,1929,2033,0,2316,0,1387,0
0,0,0,1060,1088,10973,11378,0,0,1287,1063,0,1121,1157,11414
0,0,1094,8752,0,0,0,0,1128,0,8620,1376,8761,0,0
0,0,0,0,1244,4670,4683,0,0,1261,0,0,0,0,5051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1123,13224,2857,1023,1061,0,1086,2894,12436,1182,13373,2543,1037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1374,0,0,0,0,1194,0,0,0,1204,0
0,0,0,2393,6582,0,0,0,0,7667,2171,0,2279,3354,0
1473,1403,1059,2178,1599,1433,1580,1461,0,1697,2086,0,2205,0,1434
0,0,0,0,5163,0,0,0,0,5437,0,0,0,2808,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4449,0,0,0,0,1072,0,4238,1104,4325,0,0
0,0,0,5432,0,6460,6642,0,0,0,5675,0,5883,0,6475
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4847,2994,6238,6524,0,1035,3244,5047,0,5017,3236,6333
0,0,0,0,1650,0,0,0,0,1642,2131,0,0,0,0
0,0,0,1647,2069,0,0,0,0,2175,1921,0,1980,1298,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1932,1697,0,0,0,0,1876,1970,0,1862,1911,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4227,0,0,0,0,4707,0,0,0,4410,0
0,0,0,0,3093,0,0,0,0,3274,0,0,0,2788,0
0,0,0,1521,3290,6218,6408,0,0,3615,1499,0,1624,3809,6869
0,0,0,1121,8956,10965,10897,0,0,8878,1842,0,1185,9170,11093
0,0,0,0,5883,2505,2554,0,0,6744,0,0,0,6913,2498
9824,8811,2600,9053,9012,8449,8814,9158,2562,9034,8748,2544,9123,0,8966
4026,4755,0,1424,1039,1831,1636,4069,1134,1026,1395,1007,1232,0,1626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1506,2966,8145,2674,5337,2950,0,2829,2517,8872,2495,10909,1735,1929
2568,2302,2532,2165,2095,2433,2430,2463,2254,2407,2283,2474,2517,2499,2605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2472,0,0,1183,0,1040,0,2596,0,2496,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1578,6222,1441,1263,0,0,6609,1696,0,1469,6169,1391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1710,0,0,0,0,0,0,1742,0,1711,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1055,0,0
2550,3044,0,0,1459,0,0,2937,0,1297,0,0,0,1257,0
0,0,0,3000,13602,1422,1621,0,0,15447,2689,0,3012,16180,1596
0,0,0,6037,2400,0,0,0,0,2621,5903,0,6094,2928,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14816,0,0,0,0,0,0,14409,0,15858,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2896,0,0,0,0,0,0,3154,0,3077,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2351,0,0,0,0,0,0,0,0,1157,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1286,0,0,0,0,0,0,1052,0,1173,0,0
0,0,0,9758,7265,0,0,0,0,7342,9487,0,10295,7301,0
0,0,1604,0,0,0,0,0,1772,0,0,0,0,0,0
0,0,0,1753,0,0,0,0,0,0,1591,1702,1570,0,0
0,0,0,6891,1098,0,0,0,0,0,6807,0,7372,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7261,2656,0,0,0,0,2914,7632,0,7738,2919,0
0,0,0,11717,0,2017,2054,0,0,0,11232,0,11342,0,2240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1109,0,0,0,0,0,0,0,0,1085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2027,0,0,0,0,2196,0,0,0,2118,0
0,0,1360,4980,0,1394,0,0,0,0,1661,0,5711,0,0
1073,0,1807,1496,1359,3083,1679,0,1547,1448,4755,1269,1800,1092,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
